id,current_date,future_date,current_price,future_price,rarity,Legendary,Artifact,Creature,Enchantment,Instant,Land,Planeswalker,Sorcery
3b3bd066-e35a-5740-b5b5-ec3f154bed61,2018-01-19,2018-03-23,0.15,0.14,Common,0,1,0,0,0,0,0,0
3b3e02df-c237-59a9-bb7d-87e8d19d3915,2015-03-27,2015-05-29,0.16,0.12,Common,0,0,0,1,0,0,0,0
3b3e12a3-ece1-5ca2-867b-07a88b12e537,2014-05-02,2014-07-04,0.14,0.14,Common,0,0,1,0,0,0,0,0
3b4d1562-2097-59b4-85e0-b37bf71f1b85,2014-02-07,2014-04-11,0.23,0.16,Uncommon,0,0,1,0,0,0,0,0
3b51f491-1c0d-53dc-9282-90ffebf01cb7,2015-10-02,2015-12-04,0.24,0.19,Uncommon,0,1,0,0,0,0,0,0
3b563c72-fdc2-53e9-a217-d1998787a64e,2015-10-02,2015-12-04,0.21,0.17,Uncommon,0,0,0,1,0,0,0,0
3b67007c-1d78-50c0-88a4-e00b982ca193,2011-07-15,2011-09-16,6.08,3.89,Rare,0,0,0,0,1,0,0,0
3b817472-51da-50fd-93ca-1d85d97fe7c0,2015-03-27,2015-05-29,0.57,1.33,Uncommon,0,0,0,0,1,0,0,0
3b845dfe-49d7-59b2-85c8-b58dd393b2ec,2018-10-05,2018-12-07,0.39,0.2,Common,0,0,0,0,0,1,0,0
3bb3a951-3865-5d6a-9173-5eb6a77ef2c8,2017-09-29,2017-12-01,0.24,0.19,Uncommon,0,1,0,0,0,0,0,0
3bc00edc-dc96-56b8-a8a1-0a016ac4bf81,2017-07-14,2017-09-15,5.5,3.25,Rare,0,0,0,1,0,0,0,0
3bc3bf48-90bf-5927-99f5-f7b8c59344a3,2017-09-29,2017-12-01,0.17,0.12,Common,0,0,0,0,0,0,0,1
3bc74377-b853-51f0-9ae4-8ea282835a25,2015-01-23,2015-03-27,0.25,0.13,Common,0,0,0,0,1,0,0,0
3bc9e1da-9716-57d6-af14-f9e68a001d5c,2018-01-19,2018-03-23,0.28,0.2,Uncommon,0,0,1,0,0,0,0,0
3bd8eedc-c258-5016-8c0b-87ed11ae936c,2014-02-07,2014-04-11,18.61,11.55,Mythic,1,0,1,1,0,0,0,0
3be0ff7d-e3f2-5443-a1d1-707a27f8c4db,2018-10-05,2018-12-07,1.5970913374411,0.2,Common,0,0,0,0,0,1,0,0
3be87751-f866-50ac-9da9-2ab6a4cc9630,2012-07-13,2012-09-14,0.76,0.72,Rare,0,0,0,0,0,0,0,1
3beba2c2-a0c7-5d62-84c2-6013fba6bd9d,2013-09-27,2013-11-29,1.5970913374411,0.2,Uncommon,0,0,1,1,0,0,0,0
3bf268ce-205c-5dbd-b08d-4b42fc585cef,2017-01-20,2017-03-24,0.74,0.3,Rare,0,0,1,0,0,0,0,0
3bf49d3d-a8a0-546b-ab4c-bf0b1e6a76aa,2017-04-28,2017-06-30,0.16,0.15,Common,0,0,1,0,0,0,0,0
3c0a7c3e-5403-5ad4-a274-f095aed07afa,2015-10-02,2015-12-04,0.24,0.16,Uncommon,0,0,1,0,0,0,0,0
3c1fa6ee-2973-51ac-9bc3-c1a8083dbbc3,2017-07-14,2017-09-15,0.14,0.13,Common,0,0,1,0,0,0,0,0
3c2a9358-25f6-50c9-8d50-4584fe381c61,2015-03-27,2015-05-29,0.49,0.25,Rare,0,0,0,0,1,0,0,0
3c32f4b2-cc26-5617-afc8-640bd86c8086,2014-05-02,2014-07-04,0.34,0.19,Uncommon,0,0,1,0,0,0,0,0
3c4ce93b-fd9c-532b-90c5-8de1175ce7b2,2014-05-02,2014-07-04,0.15,0.14,Common,0,0,0,1,0,0,0,0
3c521032-9e24-5b02-9e43-69408bb06592,2016-09-30,2016-12-02,0.16,0.16,Uncommon,0,0,1,0,0,0,0,0
3c6688e5-a02c-5b2d-8623-b914fab12129,2016-01-22,2016-03-25,6.46,7.13,Mythic,0,0,1,0,0,0,0,0
3c682211-249e-58c7-8f8f-647e093a6fbc,2015-03-27,2015-05-29,6.28,3.41,Mythic,0,0,1,0,0,0,0,0
3c68983a-8ac0-57a1-8196-88996e271a4d,2017-09-29,2017-12-01,1.43,1.53,Rare,0,0,1,0,0,0,0,0
3c8454d1-4263-5219-8a50-8bdedb9b5165,2011-09-30,2011-12-02,1.11,0.62,Rare,0,0,0,0,0,0,0,1
3c87132a-a6e1-536b-929d-b9e00fe36215,2015-07-17,2015-09-18,2,1.12,Rare,0,0,1,0,0,0,0,0
3cb855e8-b41a-573b-a9e5-b43dd62e4a7e,2018-04-27,2018-06-29,0.19,0.15,Uncommon,0,1,1,0,0,0,0,0
3cc190da-a55c-50ec-ac7a-756c48bceca4,2015-07-17,2015-09-18,0.22,0.15,Common,0,0,1,0,0,0,0,0
3cc87011-3a60-558f-9422-a24c764fc5e4,2018-07-13,2018-09-14,0.16,0.15,Common,0,0,1,0,0,0,0,0
3cccd779-e2cc-530e-975d-facae87f97bd,2016-04-08,2016-06-10,2,0.81,Rare,0,0,1,0,0,0,0,0
3cd140d0-a795-5931-b219-356f56c5e89d,2017-09-29,2017-12-01,0.23,0.19,Uncommon,0,0,0,0,1,0,0,0
3cf034de-8f07-5551-b98b-37a82370f9c5,2014-05-02,2014-07-04,0.14,0.13,Common,0,0,1,0,0,0,0,0
3cf5359f-ea85-5c66-9f5b-91c643d6b384,2018-01-19,2018-03-23,1.41,0.89,Rare,1,0,1,0,0,0,0,0
3cff0fbc-2d03-54c9-bda1-4f39d6bb3f73,2018-10-05,2018-12-07,0.11,0.1,Common,0,0,1,0,0,0,0,0
3d09ec41-060c-595d-9f45-273f7439fb6d,2017-01-20,2017-03-24,0.23,0.17,Uncommon,0,0,0,0,1,0,0,0
3d0be4eb-e489-58e1-8911-842b2407dc44,2018-07-13,2018-09-14,0.15,0.14,Common,0,0,0,0,0,0,0,1
3d2b5d8d-14b6-55b5-b179-060cdb15eaa1,2013-02-01,2013-04-05,1.63,0.38,Rare,0,0,0,1,0,0,0,0
3d2b93f2-857b-52b2-82b7-0be2b50fe38f,2017-01-20,2017-03-24,4.65,3.54,Mythic,0,0,0,1,0,0,0,0
3d39252c-eeaa-545c-b1f7-29b1ebb5f9d0,2014-05-02,2014-07-04,0.2,0.17,Uncommon,0,0,1,1,0,0,0,0
3d5272ed-5002-5d59-9c9e-efc4e0ac1f63,2014-02-07,2014-04-11,1.07,0.51,Rare,0,0,0,0,1,0,0,0
3d7a2aa1-b6ab-5adb-b1a6-71847c3c7fe4,2018-07-13,2018-09-14,0.24,0.2,Uncommon,0,0,0,1,0,0,0,0
3d910104-26d2-5880-ab27-5078e8b2d9fc,2018-01-19,2018-03-23,0.56,0.5,Rare,0,1,1,0,0,0,0,0
3d93ffee-37bc-5bf4-afb2-b1e8bdad368d,2016-01-22,2016-03-25,0.15,0.13,Common,0,0,1,0,0,0,0,0
3d9d15a8-e38e-5c01-997c-861e46e1ec2c,2013-02-01,2013-04-05,0.89,0.5,Rare,0,0,0,0,0,0,0,1
3dbe18cf-599e-5449-9ed0-e07f417864d4,2011-09-30,2011-12-02,0.84,0.91,Rare,0,0,0,0,0,0,0,1
3dc0bc7b-b61d-54da-92e2-3b960ffef841,2018-04-27,2018-06-29,0.5,0.32,Uncommon,1,0,1,0,0,0,0,0
3dd79c59-b56f-566e-ac6f-e233da384e9a,2017-07-14,2017-09-15,0.14,0.12,Common,0,0,1,0,0,0,0,0
3e096834-da51-542c-8b3f-66e7e55b85a6,2017-07-14,2017-09-15,0.25,0.2,Uncommon,0,0,0,1,0,0,0,0
3e11b210-94c5-52ca-93e8-5fabc3e76490,2014-02-07,2014-04-11,0.16,0.13,Common,0,0,1,0,0,0,0,0
3e157fd0-7f80-5cc0-b7a4-c455a5055e25,2014-09-26,2014-11-28,0.76,0.23,Rare,0,0,1,0,0,0,0,0
3e1ec888-7f42-5666-ae04-57bf4a8aa298,2018-07-13,2018-09-14,0.15,0.14,Common,0,0,1,0,0,0,0,0
3e27a869-cc20-5440-90d9-53d9f423a82a,2016-09-30,2016-12-02,0.99,1.17,Rare,1,0,1,0,0,0,0,0
3e280a9c-c479-5b4f-9e60-dfc559a58038,2015-07-17,2015-09-18,0.15,0.14,Common,0,0,1,0,0,0,0,0
3e354544-c05e-55b4-93b8-b94b9f7a68ba,2017-04-28,2017-06-30,0.41,0.39,Uncommon,0,0,1,0,0,0,0,0
3e4780a3-f606-5424-818b-fe3fd32ee490,2018-10-05,2018-12-07,0.2,0.25,Uncommon,0,0,1,0,0,0,0,0
3e4e888a-6b34-510d-82c6-2deb3b08ed4a,2012-07-13,2012-09-14,21.6,22.78,Mythic,0,0,1,0,0,0,0,0
3e547d9d-64ca-5771-b470-69202a382316,2015-07-17,2015-09-18,0.85,0.56,Uncommon,0,0,1,0,0,0,0,0
3e7d6102-2938-5daf-9ae3-d74a1631f87e,2017-07-14,2017-09-15,20.61,17.24,Mythic,1,0,0,0,0,0,1,0
3e7f69f5-1034-55cb-9b69-9f77ca9d0db1,2011-02-04,2011-04-08,0.83,0.54,Rare,0,0,1,0,0,0,0,0
3e8932aa-fc2c-5e56-b9f9-f48de696bcf5,2012-07-13,2012-09-14,0.9,0.6,Rare,0,0,1,0,0,0,0,0
3e8c7e49-a9b4-594a-b3d3-1b4381156271,2014-02-07,2014-04-11,0.23,0.16,Uncommon,0,0,1,0,0,0,0,0
3ea0703e-c620-57ba-a1ee-c44e79c15cd8,2013-02-01,2013-04-05,21.74,8.65,Mythic,1,0,1,0,0,0,0,0
3ea5a51b-bb3f-5a0c-a5db-cf7d172a9f61,2016-09-30,2016-12-02,0.18,0.17,Uncommon,0,0,1,0,0,0,0,0
3eae4c0f-d5d5-5dc5-9395-258f362c2d3e,2016-09-30,2016-12-02,0.24,0.17,Uncommon,0,0,1,0,0,0,0,0
3eba9561-30ec-506f-8cf7-5bda2013f26c,2014-05-02,2014-07-04,0.26,0.16,Uncommon,0,0,1,1,0,0,0,0
3ec84bb1-4a48-5bd1-ab75-adf07dd89074,2015-10-02,2015-12-04,0.26,0.15,Uncommon,0,0,0,0,0,1,0,0
3ed1ef92-8799-56da-8797-f205c4e0f427,2018-07-13,2018-09-14,0.27,0.78,Common,0,0,1,0,0,0,0,0
3edcd55a-7541-5a98-8b1f-8882437235a6,2016-07-22,2016-09-23,0.21,0.14,Uncommon,0,0,1,0,0,0,0,0
3f23988a-5851-5db8-9d5d-fd3a1a065412,2013-09-27,2013-11-29,1.5970913374411,0.15,Common,0,0,1,0,0,0,0,0
3f276db8-5db6-5390-a252-6650588a403e,2011-07-15,2011-09-16,0.42,0.41,Rare,0,0,1,0,0,0,0,0
3f36609b-4ae1-5ca6-bccf-203cbc2e17ce,2017-09-29,2017-12-01,0.15,0.14,Common,0,0,0,0,1,0,0,0
3f3a3c60-bc0e-5927-b794-776e0bcf9ee6,2014-05-02,2014-07-04,11.31,5.95,Mythic,1,0,1,1,0,0,0,0
3f4f3077-54a8-53f2-a635-68d660ffee52,2016-04-08,2016-06-10,1.89,1,Rare,0,0,1,0,0,0,0,0
3f53e8de-5293-5394-b0ee-e5c81803d802,2018-04-27,2018-06-29,3.48,1.87,Mythic,1,0,1,0,0,0,0,0
3f5ab55b-67ae-5e48-845d-2db0f2fcb57f,2018-10-05,2018-12-07,4.89,3,Mythic,0,0,1,0,0,0,0,0
3f601d38-3c1c-57da-b7d6-a9eba5d3571f,2018-10-05,2018-12-07,12.47,7.8,Mythic,1,0,0,0,0,0,1,0
3f616c20-89ac-5e2d-9976-dc41250e9890,2012-07-13,2012-09-14,0.55,0.5,Rare,0,0,0,0,0,0,0,1
3f6d4046-e0b6-5a58-995c-cf5a656187c3,2013-09-27,2013-11-29,0.9,0.43,Rare,0,0,1,0,0,0,0,0
3f73ec3f-ff7f-54a6-a013-c60130cce873,2017-04-28,2017-06-30,0.16,0.14,Common,0,0,1,0,0,0,0,0
3f7ef757-aece-57a2-aa8d-66d6e87514ff,2018-07-13,2018-09-14,0.15,0.15,Common,0,0,0,0,0,1,0,0
3f860796-aee8-5942-97e3-88491a90b8db,2017-09-29,2017-12-01,0.54,0.4,Rare,0,0,1,0,0,0,0,0
3f8d65a0-dbc8-5fd1-a290-2452f4795190,2012-10-05,2012-12-07,12.43,9.44,Rare,0,0,0,0,0,1,0,0
3fb746c8-2d9c-5a1b-92a6-9c1764479a23,2015-07-17,2015-09-18,0.15,0.13,Common,0,0,1,0,0,0,0,0
3fc98736-0d98-52f8-9324-65cad44a73e2,2018-07-13,2018-09-14,0.15,0.14,Common,0,0,1,0,0,0,0,0
3fd190c6-6d56-5145-8171-d7424bebdc7d,2015-01-23,2015-03-27,0.2,0.17,Uncommon,0,0,0,0,1,0,0,0
3fd3815d-a74a-5520-89de-702869ee125e,2018-07-13,2018-09-14,0.15,0.14,Common,0,0,1,0,0,0,0,0
3fe40bd6-4693-5c76-89e7-914f737c70bf,2018-07-13,2018-09-14,0.24,0.22,Uncommon,0,1,0,0,0,0,0,0
3fe72a00-9980-5503-97ab-130b6cce14e9,2013-09-27,2013-11-29,1.5970913374411,0.16,Common,0,0,1,0,0,0,0,0
3ff41bf6-2d2f-5ac5-8c30-064661d51087,2015-03-27,2015-05-29,0.75,0.33,Uncommon,0,0,1,0,0,0,0,0
400dc94b-dfd0-57a7-9255-0a4cdacb1937,2018-04-27,2018-06-29,0.17,0.15,Common,0,1,0,0,0,0,0,0
403492c1-e8c4-5d21-861a-60487aee1c6f,2011-07-15,2011-09-16,6.42,5.39,Mythic,0,0,1,0,0,0,0,0
404176f0-06f9-5623-a9ee-cd241ac27c9d,2015-10-02,2015-12-04,0.24,0.18,Uncommon,0,0,1,0,0,0,0,0
40649264-a4d9-59fe-913b-a73e970e856d,2014-09-26,2014-11-28,0.16,0.13,Common,0,0,0,0,1,0,0,0
406cb91a-6b7f-5f09-8a6c-c3facc06f00c,2015-10-02,2015-12-04,0.15,0.14,Common,0,0,1,0,0,0,0,0
40926f12-ebee-5268-9154-5568b9957838,2013-09-27,2013-11-29,2.86,1.67,Rare,0,0,1,0,0,0,0,0
4094d328-d84a-589d-a248-b0af63b01a4a,2014-09-26,2014-11-28,3,1.49,Mythic,0,0,1,0,0,0,0,0
40a83632-debf-5339-a1e3-e17e8e7194f7,2016-09-30,2016-12-02,0.14,0.11,Common,0,0,1,0,0,0,0,0
40a9b693-9a49-586a-bd25-4cebfabd74df,2018-01-19,2018-03-23,0.25,0.28,Uncommon,0,0,0,0,0,0,0,1
40b0d697-fa4c-5b9b-81ad-1f62633d9983,2014-02-07,2014-04-11,0.3,0.21,Uncommon,0,0,1,1,0,0,0,0
40b4f940-4859-5765-930b-a7163b2c6f3a,2012-10-05,2012-12-07,0.44,0.31,Rare,0,0,1,0,0,0,0,0
40ca7e41-74db-555d-9042-0e6ec5e73355,2014-09-26,2014-11-28,0.16,0.13,Common,0,0,1,0,0,0,0,0
40dd3244-584e-54ba-bf21-ae1be90411ec,2015-03-27,2015-05-29,0.16,0.13,Common,0,0,0,0,1,0,0,0
41002b71-e10d-5b10-a770-4e54c54e7189,2017-07-14,2017-09-15,6.55,3.61,Rare,0,0,1,0,0,0,0,0
4113f884-00e1-526b-b016-4c696116ea57,2016-01-22,2016-03-25,0.24,0.17,Uncommon,0,1,0,0,0,0,0,0
4116ecd1-e726-59e6-8149-8c6ef33dc008,2018-01-19,2018-03-23,0.88,0.49,Rare,0,0,1,0,0,0,0,0
4117fdc9-314d-56c4-bb59-f744e5f33eb1,2018-07-13,2018-09-14,0.27,0.25,Uncommon,0,0,0,1,0,0,0,0
41181c63-cfd0-5150-bb59-c715b08f2155,2015-03-27,2015-05-29,0.15,0.12,Common,0,0,0,0,0,0,0,1
41222ddf-d12f-5523-ac4a-3efdcbc9dca1,2018-04-27,2018-06-29,0.15,0.12,Common,0,0,1,0,0,0,0,0
4124e069-2032-54b5-861c-db4a095fb73f,2013-09-27,2013-11-29,0.6,0.47,Rare,0,1,1,0,0,0,0,0
4126869f-e459-556c-bccc-7efb6cd61fc8,2018-01-19,2018-03-23,0.16,0.14,Common,0,1,0,0,0,0,0,0
4132a870-1364-5bd4-a27c-85511dcbd26d,2018-10-05,2018-12-07,0.14,0.14,Common,0,0,1,0,0,0,0,0
413a51d5-6dd3-5f30-b698-ca293b09f2aa,2017-07-14,2017-09-15,0.26,0.22,Uncommon,0,0,1,0,0,0,0,0
41495a06-17a3-5b16-b620-97cb0f043c7a,2016-09-30,2016-12-02,0.15,0.14,Common,0,0,1,0,0,0,0,0
414ca243-51c5-5709-8173-fde4306b9398,2016-01-22,2016-03-25,0.96,0.79,Rare,0,1,0,0,0,0,0,0
41645e09-d822-565e-8dcf-2b7c99150742,2017-09-29,2017-12-01,0.15,0.14,Common,0,0,1,0,0,0,0,0
416c4f4c-ed11-5363-b792-9cb46b767cf6,2018-01-19,2018-03-23,0.15,0.15,Common,0,0,1,0,0,0,0,0
4181e155-8e94-5d90-a722-5e1f40aabb7b,2018-04-27,2018-06-29,0.15,0.11,Common,0,0,0,0,1,0,0,0
418a4324-9308-5eeb-8a0c-407f70708f2f,2018-10-05,2018-12-07,0.1,0.1,Common,0,0,1,0,0,0,0,0
41a5c937-3e34-5ab7-8554-1d924b021814,2012-02-03,2012-04-06,1.08,1.02,Rare,0,0,1,0,0,0,0,0
41af6d5c-cda1-52f5-98ec-8433a9eb777a,2015-10-02,2015-12-04,0.4,0.25,Rare,0,0,0,0,0,0,0,1
41c38e5d-cdee-5b35-be7d-f28e474687c9,2013-09-27,2013-11-29,1.5970913374411,0.2,Uncommon,0,0,1,0,0,0,0,0
41d43c4a-e47a-5602-ba81-6df515529fcc,2016-09-30,2016-12-02,0.69,0.53,Uncommon,0,1,1,0,0,0,0,0
41da9587-4b31-54e6-a3f4-4d940be7a137,2017-04-28,2017-06-30,0.39,0.26,Uncommon,0,0,0,0,0,0,0,1
41de54c1-7731-57a5-8f40-2362b9a6c23d,2015-01-23,2015-03-27,2.92,0.89,Rare,0,0,1,0,0,0,0,0
41fc6530-ee14-5631-89d7-32b03e060408,2018-10-05,2018-12-07,0.1,0.11,Common,0,0,1,0,0,0,0,0
42063f72-47ac-50c5-a33d-b66c87cd8904,2018-07-13,2018-09-14,0.21,0.2,Uncommon,0,0,1,0,0,0,0,0
42207f02-26d5-556a-803d-20978ebf65c8,2018-01-19,2018-03-23,0.24,0.23,Uncommon,0,0,0,0,0,1,0,0
42208349-eb66-513a-ac22-b4b934f13523,2014-09-26,2014-11-28,7.6,1.75,Rare,0,0,0,0,1,0,0,0
422e821f-bc58-5af6-81ab-4fb19dd37683,2018-10-05,2018-12-07,0.39,0.79,Uncommon,0,0,1,0,0,0,0,0
4254cae7-b2f7-5b7d-9fa7-2047acd55b21,2016-01-22,2016-03-25,0.23,0.2,Uncommon,0,0,1,0,0,0,0,0
425f5932-4030-5c95-8e56-acf99aee6824,2014-09-26,2014-11-28,0.16,0.13,Common,0,0,1,0,0,0,0,0
4261fb6b-4ba1-5c75-9682-bffefa0a3c6e,2012-07-13,2012-09-14,0.51,0.44,Rare,0,1,0,0,0,0,0,0
42704913-efe0-5032-84c2-bed6e711c568,2012-10-05,2012-12-07,11.78,12.83,Rare,0,0,0,0,0,1,0,0
42883a93-06d1-5116-b202-f77e6dc1e356,2015-10-02,2015-12-04,0.75,0.37,Uncommon,0,0,0,0,1,0,0,0
428b4aa7-f77c-5aeb-9d25-dd31f67b03d4,2017-09-29,2017-12-01,1.86,0.76,Mythic,0,0,0,1,0,0,0,0
429cc539-ebcc-5592-9d38-97b53ad415b8,2013-09-27,2013-11-29,1.5970913374411,0.23,Uncommon,0,0,0,1,0,0,0,0
42a17f37-2b47-5b99-901b-180257ca8a65,2017-09-29,2017-12-01,1.36,0.59,Rare,0,0,1,0,0,0,0,0
42c25393-5f72-5254-8a7d-03dec622881b,2016-01-22,2016-03-25,0.15,0.13,Common,0,0,1,0,0,0,0,0
42c56762-cb11-5205-9951-d179e4c8d6d0,2015-07-17,2015-09-18,3.98,3.83,Mythic,1,1,0,0,0,0,0,0
42d1d94b-bd58-526d-bdef-d5f552f8f3f4,2017-01-20,2017-03-24,0.24,0.19,Uncommon,0,0,1,0,0,0,0,0
42d80227-29b9-52a2-86b3-530c3d172f6d,2016-04-08,2016-06-10,24.85,12.24,Mythic,1,0,0,0,0,0,1,0
42e93616-1683-5ad5-b9c2-d0704f56b05c,2014-05-02,2014-07-04,0.89,0.32,Rare,0,0,0,1,0,0,0,0
42f7c32e-0b4e-55c3-b6f9-4ea1c06c8bba,2016-09-30,2016-12-02,0.14,0.14,Common,0,0,1,0,0,0,0,0
43051a39-6bc9-5c23-a224-577e2c404772,2014-05-02,2014-07-04,0.5,0.38,Rare,0,0,1,1,0,0,0,0
431ffead-47ea-5603-9330-9cc0d712115c,2011-07-15,2011-09-16,0.59,0.67,Rare,0,0,0,1,0,0,0,0
4320c40a-9789-5ad4-bd00-4c9f855f9a76,2017-01-20,2017-03-24,0.24,0.18,Uncommon,0,0,1,0,0,0,0,0
433003c6-7225-55b4-b88f-ec181eb349fc,2015-03-27,2015-05-29,2.11,0.95,Rare,0,0,0,1,0,0,0,0
43355bed-4f06-56d3-b050-f70cd8b7c509,2018-04-27,2018-06-29,0.15,0.14,Common,0,0,1,0,0,0,0,0
433600a9-07d5-5b9b-9421-c50ff4eddb63,2012-05-04,2012-07-06,1.59,1.03,Rare,0,0,1,0,0,0,0,0
43395a8d-fcd8-5c6e-b32c-ef7a268f4b51,2017-09-29,2017-12-01,0.15,0.12,Common,0,0,1,0,0,0,0,0
43473a5c-4cdd-5523-ab0b-f38ef0bb7fb2,2011-02-04,2011-04-08,0.49,0.42,Rare,0,0,0,0,0,0,0,1
435d4f5f-d53b-5e58-8225-b14918f72598,2015-01-23,2015-03-27,0.18,0.12,Common,0,0,1,0,0,0,0,0
4370c97f-0dff-59d3-8da6-54668e988e59,2014-09-26,2014-11-28,0.22,0.16,Uncommon,0,0,1,0,0,0,0,0
43799bc6-78c2-5743-a3f8-c54dd8d12b78,2014-09-26,2014-11-28,0.92,0.23,Rare,0,0,1,0,0,0,0,0
43840220-1eea-50ed-99a9-84ebfe1caf92,2017-09-29,2017-12-01,0.16,0.13,Common,0,0,1,0,0,0,0,0
43886974-3cc1-510b-b7af-6ecc94e3e500,2015-03-27,2015-05-29,0.35,0.55,Uncommon,0,0,0,0,1,0,0,0
438b7874-f8db-5059-9851-b1964b6ed00f,2016-01-22,2016-03-25,0.15,0.14,Common,0,0,1,0,0,0,0,0
438e3c1f-4d44-5380-a459-a8e170e23d52,2015-01-23,2015-03-27,0.72,3.78,Rare,0,0,0,1,0,0,0,0
43a3b4fe-0fd2-5bf4-8622-e69aa2ea9ddb,2014-02-07,2014-04-11,2.37,2.01,Rare,0,0,1,1,0,0,0,0
43b89352-cc90-5320-9a3a-90dc0f89a15c,2014-02-07,2014-04-11,0.16,0.13,Common,0,0,1,0,0,0,0,0
43b93870-7e59-5f7c-a53c-7ab906f9b856,2015-07-17,2015-09-18,0.78,0.4,Rare,0,0,0,0,0,0,0,1
43cd7a3b-0065-578e-803e-299976f13ae6,2015-10-02,2015-12-04,0.15,0.14,Common,0,0,0,0,1,0,0,0
43d0bd78-5d4b-52bb-bee2-5033cd219f7c,2014-09-26,2014-11-28,0.33,0.15,Uncommon,0,0,1,0,0,0,0,0
43da4ca5-7702-5705-abd0-a374ba4c4aef,2014-05-02,2014-07-04,2.49,0.97,Rare,0,0,1,1,0,0,0,0
43eae7df-0899-5421-8a1a-365c189d7b34,2016-01-22,2016-03-25,0.24,0.18,Uncommon,0,0,0,0,0,0,0,1
43ef083d-475f-5407-ae7c-411f2f1766ee,2014-05-02,2014-07-04,4,4,Rare,0,0,1,1,0,0,0,0
43fa2781-d0f6-5889-8837-aa5790c0fc82,2015-10-02,2015-12-04,0.22,0.16,Uncommon,0,0,0,0,0,0,0,1
44446622-16d8-521c-a309-6e654d3601b1,2017-01-20,2017-03-24,0.17,0.14,Common,0,0,1,0,0,0,0,0
447a256c-00c3-55c3-8b8a-d7d73d6e4f25,2015-03-27,2015-05-29,0.27,0.2,Uncommon,0,0,1,0,0,0,0,0
4482b2bd-4855-55e9-97a9-eb39772e5cc0,2017-07-14,2017-09-15,0.25,0.2,Uncommon,0,0,1,0,0,0,0,0
44858c86-a833-59cf-b4bb-9ba9bbfbe3e3,2012-07-13,2012-09-14,3.96,4.66,Rare,0,0,0,0,0,1,0,0
448d7116-422e-52d2-b41e-f0bf29d3d497,2015-10-02,2015-12-04,4.74,2.03,Mythic,0,0,0,1,0,0,0,0
44909d57-260a-5a1d-8466-ac199e1868b2,2014-09-26,2014-11-28,0.15,0.15,Common,0,0,1,0,0,0,0,0
449af98b-450c-51af-9087-740e953425bb,2011-07-15,2011-09-16,8.54,8.91,Mythic,0,0,1,0,0,0,0,0
44ad3087-1df8-50ba-9aee-94951ffabb74,2017-01-20,2017-03-24,0.16,0.14,Common,0,0,1,0,0,0,0,0
44d441bf-b25c-5344-af43-d03045088cab,2017-04-28,2017-06-30,1.57,1.46,Rare,0,0,1,0,0,0,0,0
44dfb4d4-1600-5e21-a5ac-bd067d3f2327,2014-05-02,2014-07-04,0.58,0.28,Rare,0,0,1,0,0,0,0,0
4503d222-1c72-5b48-9a9f-9f6e6c1a5a61,2015-07-17,2015-09-18,13.49,4.49,Rare,0,0,1,0,0,0,0,0
45301272-33b1-511f-aa95-e683b751ff72,2018-01-19,2018-03-23,0.15,0.15,Common,0,0,1,0,0,0,0,0
457b3f0d-98ff-5ecf-872e-d2fee683f0d5,2015-03-27,2015-05-29,0.16,0.14,Common,0,0,0,0,0,0,0,1
45884725-e7ed-584d-b22a-3c540b34f919,2017-09-29,2017-12-01,0.25,0.2,Uncommon,0,0,0,1,0,0,0,0
459d4900-94eb-5257-9606-475916959e13,2017-07-14,2017-09-15,0.15,0.14,Common,0,0,1,0,0,0,0,0
459e42c7-c67f-5f93-8448-fa02ca15d236,2013-09-27,2013-11-29,1.36,0.44,Rare,1,0,1,0,0,0,0,0
45c06fea-72e8-5bd0-a64f-686518c08eba,2018-04-27,2018-06-29,1.74,0.71,Rare,1,0,0,0,0,0,0,1
45c1946a-8947-5485-9e24-824d4cde59d9,2014-05-02,2014-07-04,0.15,0.13,Common,0,0,1,1,0,0,0,0
45c35276-e386-5c37-88f9-91186a3cb4d2,2017-04-28,2017-06-30,1.64,1.65,Rare,0,0,1,0,0,0,0,0
45ce730e-9ebf-5ffe-86a1-ffbd41e6a298,2017-07-14,2017-09-15,0.25,0.2,Uncommon,0,0,1,0,0,0,0,0
45d7d921-e4c7-5af6-ba98-b32c65e3d313,2015-10-02,2015-12-04,2.44,0.45,Rare,0,0,0,0,1,0,0,0
45df8aa3-3251-5117-9afa-4fa0b1f438c6,2012-07-13,2012-09-14,4.02,4.07,Mythic,1,0,0,0,0,0,1,0
460aee2d-bf9e-560d-890e-9bbf6dee0c5b,2015-07-17,2015-09-18,4.31,2.84,Rare,1,1,0,0,0,0,0,0
4614a77e-4891-5436-a92a-5d27d751d5b4,2011-02-04,2011-04-08,0.66,0.59,Rare,0,1,0,0,0,0,0,0
461601ce-d453-5d3a-b289-435c11c132a8,2018-07-13,2018-09-14,0.17,0.14,Common,0,0,0,0,1,0,0,0
4618651a-3fa4-5570-af1b-7a7f308a1904,2018-07-13,2018-09-14,0.15,0.14,Common,0,0,0,0,1,0,0,0
461a0dd6-0f2e-5843-bf4e-3a2650e10f22,2013-09-27,2013-11-29,1.5970913374411,0.15,Common,0,0,1,1,0,0,0,0
4629019d-d354-5eab-9d7a-7dcf7fe3eedc,2014-02-07,2014-04-11,1.67,0.48,Rare,0,0,1,0,0,0,0,0
